slot,tick,x,y,z,pitch,yaw,roll
0,190,-7994.787109375,-2038.2568359375,875.8348388671875,57.275146484375,-179.79124450683594,0
0,192,-8022.44921875,-2038.6513671875,870.8182373046875,57.275146484375,-179.79124450683594,0
0,194,-8050.111328125,-2039.0458984375,865.1349487304688,57.275146484375,-179.79124450683594,0
0,196,-8077.7734375,-2039.4404296875,858.7850341796875,57.275146484375,-179.79124450683594,0
0,198,-8077.7734375,-2039.4403076171875,858.2853393554688,57.275146484375,-179.79124450683594,0
0,200,-8104.5634765625,-2039.8426513671875,864.8516845703125,57.275146484375,-179.79124450683594,0
0,202,-8131.353515625,-2040.2449951171875,870.7514038085938,57.275142669677734,-179.68118286132812,0
0,204,-8158.1435546875,-2040.6473388671875,875.9844360351562,57.05503463745117,-179.68118286132812,0
0,206,-8184.93359375,-2041.0496826171875,880.55078125,56.72488021850586,-179.5711212158203,0
0,208,-8211.72265625,-2041.4520263671875,884.4505004882812,56.614784240722656,-179.46107482910156,0
0,210,-8238.51171875,-2041.8543701171875,887.6835327148438,56.50474166870117,-179.4610595703125,0
0,212,-8265.30078125,-2042.2567138671875,890.2498779296875,56.28466796875,-179.4610595703125,0
0,214,-8292.08984375,-2042.6590576171875,892.1495971679688,56.06461715698242,-179.3509979248047,0
0,216,-8318.87890625,-2043.0614013671875,893.3826293945312,55.954566955566406,-179.3509979248047,0
0,218,-8345.66796875,-2043.4637451171875,893.948974609375,55.62446212768555,-179.24098205566406,0
0,220,-8372.45703125,-2043.8660888671875,893.8486938476562,55.18441390991211,-179.24093627929688,0
0,222,-8399.24609375,-2044.2684326171875,893.0817260742188,54.30430221557617,-179.13092041015625,0
0,224,-8426.03515625,-2044.6707763671875,891.6480712890625,52.98420333862305,-179.13087463378906,0
0,226,-8452.82421875,-2045.0731201171875,889.5477905273438,51.55406188964844,-179.13087463378906,0
0,228,-8479.61328125,-2045.4754638671875,886.7808227539062,50.45396423339844,-179.13087463378906,0
0,230,-8506.40234375,-2045.8778076171875,883.34716796875,49.463836669921875,-179.13087463378906,0
0,232,-8533.19140625,-2046.2801513671875,879.2468872070312,48.473751068115234,-179.13087463378906,0
0,234,-8559.98046875,-2046.6824951171875,874.4799194335938,47.263641357421875,-179.13087463378906,0
0,236,-8586.76953125,-2047.0848388671875,869.0462646484375,45.943546295166016,-179.13087463378906,0
0,238,-8613.55859375,-2047.4871826171875,862.9459838867188,44.07347869873047,-179.13087463378906,0
0,240,-8640.34765625,-2047.8895263671875,856.1790161132812,42.643402099609375,-179.13087463378906,0
0,242,-8667.13671875,-2048.2919921875,848.745361328125,41.76332092285156,-178.58082580566406,0
0,244,-8693.92578125,-2049.42236328125,840.6450805664062,40.773223876953125,-176.8207550048828,0
0,246,-8720.71484375,-2051.350341796875,831.8781127929688,39.78314208984375,-173.63067626953125,0
0,248,-8747.50390625,-2053.350341796875,822.4444580078125,39.45306396484375,-168.7906036376953,0
0,250,-8774.29296875,-2055.350341796875,812.3441772460938,39.67301559448242,-163.29051208496094,0
0,252,-8801.08203125,-2057.350341796875,801.5772094726562,40.442928314208984,-159.3304443359375,0
0,254,-8827.87109375,-2059.350341796875,790.1435546875,40.8828239440918,-157.46034240722656,0
0,256,-8854.66015625,-2061.350341796875,778.0432739257812,41.212711334228516,-156.250244140625,0
0,258,-8881.44921875,-2063.350341796875,765.2763061523438,41.54267501831055,-155.0402069091797,0
0,260,-8908.23828125,-2065.350341796875,751.8426513671875,41.76263427734375,-153.39010620117188,0
0,262,-8935.02734375,-2067.350341796875,737.7423706054688,41.872562408447266,-151.41004943847656,0
0,264,-8961.81640625,-2069.350341796875,722.9754028320312,41.98252868652344,-148.3299560546875,0
0,266,-8988.60546875,-2071.350341796875,707.541748046875,42.09249496459961,-144.91989135742188,0
0,268,-9015.39453125,-2073.350341796875,691.4414672851562,42.092464447021484,-141.06982421875,0
0,270,-9042.18359375,-2075.350341796875,674.6744995117188,42.31241989135742,-136.55975341796875,0
0,272,-9068.97265625,-2077.350341796875,657.2408447265625,42.97233581542969,-131.8296356201172,0
0,274,-9095.76171875,-2079.350341796875,639.1405639648438,43.962276458740234,-126.54954528808594,0
0,276,-9122.55078125,-2081.350341796875,620.3735961914062,45.06217575073242,-121.81946563720703,0
0,278,-9149.33984375,-2083.350341796875,600.93994140625,46.27208709716797,-116.86936950683594,0
0,280,-9176.12890625,-2085.350341796875,580.8396606445312,47.26197052001953,-113.01932525634766,0
0,282,-9202.91796875,-2087.350341796875,560.0726928710938,48.03190231323242,-109.27924346923828,0
0,284,-9229.70703125,-2089.350341796875,538.6390380859375,48.581783294677734,-104.32917785644531,0
0,286,-9256.49609375,-2091.350341796875,516.5387573242188,48.911712646484375,-98.82910919189453,0
0,288,-9283.28515625,-2093.350341796875,493.7718200683594,49.24160385131836,-91.23905181884766,0
0,290,-9310.07421875,-2095.350341796875,470.3382263183594,49.35148620605469,-81.99897766113281,0
0,292,-9336.86328125,-2097.350341796875,446.2379150390625,49.35148620605469,-72.53890991210938,0
0,294,-9363.65234375,-2099.350341796875,421.470947265625,49.35148620605469,-65.27887725830078,0
0,296,-9390.44140625,-2101.350341796875,396.0373229980469,49.351436614990234,-56.588829040527344,0
0,298,-9417.23046875,-2103.350341796875,369.93701171875,49.24135971069336,-47.23879623413086,0
0,300,-9444.01953125,-2105.350341796875,343.1700439453125,49.24128341674805,-38.32876205444336,0
0,302,-9456.509765625,-2107.350341796875,313.7812194824219,49.131202697753906,-28.978734970092773,0
0,304,-9460.662109375,-2109.350341796875,282.5855712890625,48.581085205078125,-19.848722457885742,0
0,306,-9464.814453125,-2111.350341796875,250.72328186035156,47.59098815917969,-10.278714179992676,0
0,308,-9468.966796875,-2113.350341796875,218.19430541992188,46.050872802734375,-1.038707971572876,0
0,310,-9473.009765625,-2115.962158203125,184.99867248535156,43.410797119140625,10.071287155151367,0
0,312,-9476.8212890625,-2119.292724609375,151.13636779785156,40.44065856933594,19.531269073486328,0
0,314,-9480.337890625,-2123.244140625,116.6073989868164,37.360511779785156,26.901248931884766,0
0,316,-9483.5537109375,-2127.67431640625,81.41175842285156,34.17041778564453,32.731224060058594,0
0,318,-9486.447265625,-2132.511474609375,45.549461364746094,30.100330352783203,38.561187744140625,0
0,320,-9489.078125,-2137.637451171875,9.020496368408203,27.020231246948242,42.521148681640625,0
0,322,-9491.546875,-2142.926025390625,-28.175134658813477,24.820173263549805,44.941104888916016,0
0,324,-9493.923828125,-2148.302490234375,-66.03742980957031,23.500099182128906,46.26106643676758,0
0,326,-9496.25390625,-2153.722412109375,-104.56639862060547,22.840049743652344,46.9210319519043,0
0,328,-9498.544921875,-2159.178466796875,-143.76202392578125,22.39998435974121,47.47101593017578,0
0,330,-9500.8203125,-2164.648681640625,-183.6243133544922,22.1799259185791,47.691009521484375,0
0,332,-9503.087890625,-2170.126220703125,-224.15328979492188,22.06987762451172,47.80100631713867,0
0,334,-9505.34765625,-2175.611083984375,-265.3489074707031,21.95985221862793,47.91100311279297,0
0,336,-9507.607421875,-2181.095947265625,-307.2112121582031,21.739774703979492,47.91100311279297,0
0,338,-9509.8671875,-2186.580810546875,-349.74017333984375,21.519683837890625,47.800987243652344,0
0,340,-9512.126953125,-2192.065673828125,-392.9358215332031,21.519630432128906,47.80097198486328,0
0,342,-9514.38671875,-2197.550537109375,-436.7981262207031,21.519630432128906,47.80097198486328,0
0,344,-9516.646484375,-2203.035400390625,-481.32708740234375,21.40962028503418,47.80097198486328,0
0,346,-9518.90625,-2208.520263671875,-526.522705078125,21.189542770385742,47.69095230102539,0
0,348,-9521.166015625,-2214.005126953125,-572.385009765625,20.859472274780273,47.69093704223633,0
0,350,-9523.42578125,-2219.489990234375,-618.9140014648438,20.419403076171875,47.69089126586914,0
0,352,-9525.685546875,-2224.974853515625,-666.109619140625,19.4293270111084,47.69087600708008,0
0,354,-9527.9453125,-2230.459716796875,-713.971923828125,18.219234466552734,47.690879821777344,0
0,356,-9530.205078125,-2235.944580078125,-762.5009155273438,17.119155883789062,47.690879821777344,0
0,358,-9532.46484375,-2241.429443359375,-811.696533203125,16.349077224731445,47.690879821777344,0
0,360,-9534.724609375,-2246.914306640625,-861.558837890625,15.798999786376953,47.690879821777344,0
0,362,-9536.984375,-2252.399169921875,-912.0878295898438,15.358946800231934,47.58088302612305,0
0,364,-9539.244140625,-2257.884033203125,-963.283447265625,14.918867111206055,47.36088943481445,0
0,366,-9541.50390625,-2263.368896484375,-1015.145751953125,14.698803901672363,47.25088882446289,0
0,368,-9543.763671875,-2268.853759765625,-1067.6746826171875,14.588798522949219,47.25088882446289,0
0,370,-9546.0234375,-2274.338623046875,-1120.870361328125,14.588798522949219,47.25088882446289,0
0,372,-9548.283203125,-2279.823486328125,-1174.732666015625,14.588798522949219,47.25088882446289,0
0,374,-9550.54296875,-2285.308349609375,-1229.2615966796875,14.588798522949219,47.25088882446289,0
0,376,-9552.802734375,-2290.793212890625,-1284.457275390625,14.588798522949219,47.25088882446289,0
0,378,-9555.0625,-2296.278076171875,-1340.319580078125,14.368758201599121,47.25088882446289,0
0,380,-9557.322265625,-2301.762939453125,-1396.8485107421875,14.14874267578125,47.250892639160156,0
0,382,-9559.58203125,-2307.247802734375,-1454.044189453125,14.14874267578125,47.250892639160156,0
0,384,-9561.841796875,-2312.732666015625,-1511.906494140625,14.038734436035156,47.250892639160156,0
0,386,-9564.1015625,-2318.217529296875,-1570.4354248046875,13.928695678710938,47.2508659362793,0
0,388,-9566.361328125,-2323.702392578125,-1629.631103515625,13.818663597106934,47.250858306884766,0
